	N	Location	Scale	Degree of Freedom	Shape
HIVEP2	56.0	1.8348393858322798	0.575129201612504	3491373.0991186416	-0.8324695771124435
HIVEP3	56.0	0.6911879377802377	0.8013694428109731	18.0906885741938	-0.3851779818468123
HJURP	56.0	3.615907723788161	0.5991785169766406	21.272807267096685	-1.0368735374376183
HK1	56.0	3.986355099471817	0.5768445892810681	22.378956707770683	-1.4312188912090331
HK2	56.0	3.2471839687697397	0.9301335615581585	4.379105535796485	-1.2663850959244343
HKDC1	56.0	-0.3432616145583278	1.4132055268636918	261918.42414952331	0.06626893424639013
HKR1	56.0	1.4453541652472202	0.27525796787667717	1.8651862253495601	-0.556299680368084
HLA-A	56.0	6.223959120227223	1.3412789752222385	440683.9316298398	-4.650307035028557
HLA-B	56.0	6.774334944639868	1.8623493359029708	7179064.521241381	-3.243214038391244
HLA-C	56.0	6.577960831389415	1.8293458603573938	4317497.839681042	-5.936519600612558
HLA-DMA	56.0	-0.740198766900211	1.9535491524826372	3554439.6206417377	2.6651147763638177
HLA-DOB	56.0	-2.0882319044715962	1.2923530752819936	7.7243700919519656	1.4156206200975365
HLA-DPA1	56.0	-2.675702549362545	3.334034084484455	5153137.015073223	3.242364736608974
HLA-DRA	56.0	-0.1237567585522042	1.9927891462138847	7.917678439067453	0.39750822872539454
HLA-DRB1	56.0	-4.131385581849786	4.349135418594104	3487224.859473247	8.079204409842365
HLA-E	56.0	3.808761690940612	0.7210476902153427	4888820.1203879425	1.7535642132887916
HLA-F	56.0	1.7791348945121843	1.0232495876524033	3.6112225035734316	-0.7349818071393445
HLA-G	56.0	-1.2137317659268747	0.9283289987462581	17.057391250356225	-1.2540687657925869
HLCS	56.0	2.155285486037806	0.5711467526174154	74.09376007644899	-1.7306276014306854
HLTF	56.0	2.5582012661888296	0.40830711335342385	2495531.413807356	1.198540650265422
HLX	56.0	0.5597411350591758	0.8876304162739816	2.964065718119971	-1.2893434148294256
HM13	56.0	4.049140501676741	0.3355140723255895	3646310.229248818	-0.9945473183084994
HMBOX1	56.0	0.15921979008523168	0.48175769745753916	7.242284453680983	1.8882176700934985
HMBS	56.0	2.7330552289748744	0.451691294819217	694038.6453118762	-1.2348265846387414
HMCES	56.0	3.09255408728713	0.42404574232701375	55.3001285786613	-0.5473804086326861
HMCN1	56.0	3.1230411519131707	3.697734091604533	7120052.9255017415	-4.168248884826202
HMG20A	56.0	2.3158999144115917	0.3271209763247376	3307048.5045382045	0.7290389061334638
HMG20B	56.0	3.186160681400133	0.43186697916888717	3.5321278387369897	4.6836341151668535
HMGA1	56.0	5.44530578832397	1.6932360305039111	6758009.429443024	-3.739806155981733
HMGA2	56.0	2.8927590950560873	3.305274695691013	3559611.490030568	-4.893827020726013
HMGB1	56.0	4.653512228299196	0.5079828665279611	4184784.791932582	-2.233902722978459
HMGB2	56.0	5.112680954816864	0.6638729850126306	41.55139480155774	-2.7704481531734313
HMGB3	56.0	3.742529120768714	0.7048195405663569	3719919.469273057	-1.6203869375856863
HMGCL	56.0	1.6808708132504147	0.36065915368149193	9.583009646451899	1.4171730512872398
HMGCR	56.0	3.190512809463139	0.4705849611799757	2102770.6717611197	-0.35520609423749405
HMGCS1	56.0	3.557615758695329	0.7069505034043644	3561620.981095261	-0.2477845482003267
HMGN1	56.0	4.38432901186278	0.39150373549335343	24.911830256089395	-1.6965346000280737
HMGN2	56.0	5.729791782846287	0.6417357045647045	2728268.0671367683	-2.074730229803369
HMGN3	56.0	4.38039951293494	0.5666135567483289	8.403479714017209	-1.2721468965414124
HMGN4	56.0	3.8978880046221858	0.31842333068371476	3140865.9691556823	-0.8691578887243498
HMGN5	56.0	2.051947758754329	1.2485577889062596	8.44003075847041	-2.555834276357487
HMGXB3	56.0	2.722553757170407	0.5108199471328982	3361899.2532900088	1.428191885404224
HMGXB4	56.0	2.5481751532216252	0.46355329172022963	960389.0805565929	-1.035005666028513
HMMR	56.0	3.205402729680304	0.4586277121534834	5.953677058095016	-0.5682034708955397
HMOX1	56.0	1.8461636769024943	1.3781591951111194	2649518.2968570404	2.7851161729851697
HMOX2	56.0	2.959092639796613	0.3724970910787172	6.474211062299027	-1.163181249643142
HNF1B	56.0	-3.8481085297207023	0.6603460872060181	10.348507694142057	-0.09967189551374646
HNF4G	56.0	-0.11114347511935524	2.756114225209763	6235142.302319787	-3.7731947399924373
HNMT	56.0	1.9416710566482562	1.5984559267711438	2.9266539835058714	-3.290507159843515
HNRNPA0	56.0	4.017035960014798	0.2244746292380551	63.57673223032511	0.7133897127478954
HNRNPA1	56.0	4.035731660781016	0.3889742053771549	4906789.699540594	3.4488279825596826
HNRNPA1L2	56.0	2.379375597119473	0.37390575320536945	2049390.782923231	1.653198493027475
HNRNPA1P48	56.0	4.829061246743555	0.3259193985644812	10.659066691985569	1.100065507832936
HNRNPA2B1	56.0	6.2315031604079305	0.2972939615643541	623332.3903384334	-1.1235744160075418
HNRNPA3	56.0	4.241582197817577	0.21722825692704295	6.777611767557162	-0.07712610874167987
HNRNPAB	56.0	4.399087806938441	0.453935619212592	2874490.3096346855	3.1713053811264813
HNRNPC	56.0	4.812158377366195	0.4429851030306221	7431728.48657446	-4.860416715919749
HNRNPD	56.0	4.498819596709195	0.39596776499053277	18.795941281237404	-1.9073990661084381
HNRNPDL	56.0	4.22013123116615	0.21095871154944343	5.352974697034572	-0.9188338447068947
HNRNPF	56.0	4.6396103163103035	0.5346468982756319	3174323.7582063247	-1.5490879053295012
HNRNPH1	56.0	4.679913057698	0.24982968983514914	5.686303993221845	-0.9914610117673637
HNRNPH3	56.0	3.58210211717863	0.2601945803494038	11.113139433660185	-0.013027470590359186
HNRNPK	56.0	5.509526652814182	0.15066197798712952	3174546.1238827547	-0.7272311418123818
HNRNPL	56.0	4.455889804336062	0.2256833752702152	5735467.004436158	0.04760442054727707
HNRNPLL	56.0	2.1424040559282203	0.16834090566533744	1716152.9423411877	0.29123403466397246
HNRNPM	56.0	4.866552857555156	0.328449372121999	3752560.9607321084	-1.74725291352095
HNRNPR	56.0	3.5521059279268856	0.20599346909968258	5.834718890693372	-0.11612671387207363
HNRNPU	56.0	4.676077077307394	0.2066661157179635	11.428373835393216	-0.3188715094978789
HNRNPUL1	56.0	4.116895897137235	0.34777009490189353	7766477.912836356	-1.739733200927433
HNRNPUL2	56.0	2.722901052825783	0.3233873535142836	1292235.5208736458	0.9392641217757864
HOGA1	56.0	0.5039003979117893	2.2544531088314472	656158.259941646	-2.823017446157535
HOMER1	56.0	0.8243981880701403	0.39274074762394107	14.296521546843543	0.5782112757482769
HOMER2	56.0	1.7267460160232453	2.0377766704520157	2429439.3876015395	-2.8643238534286453
HOMER3	56.0	2.897288919389311	0.5883237172839346	12.729018630223557	-1.2152355302740385
HOMEZ	56.0	0.45263099212930225	0.4608388579819771	4.415590314486757	-0.4733320439997825
HOOK2	56.0	1.4318552500155062	0.4209093937938246	9.375391042487308	0.185240931936839
HOOK3	56.0	1.9967603107092993	0.4855508396417287	4.895129591377481	-1.9167828045630668
HOXA1	56.0	1.151463860402311	1.6290864855849505	72.08588100642473	-2.739500812620245
HOXA10	56.0	0.718393795802702	2.4030913405155276	322826.8191207398	-0.5268658482223295
HOXA2	56.0	0.8322785165839817	1.467453247794003	4.8607696999301755	-1.5090229252287566
HOXA3	56.0	1.5316640534754606	1.4519716764008845	2.9534215842173035	-2.0413529796172334
HOXA5	56.0	1.2251245719071593	1.122899293013293	3.1653118989437314	-1.0165944337259853
HOXA7	56.0	2.242795719376753	3.266915929264341	9209696.519390766	-30.33996764250876
HOXB13	56.0	1.3528206501606157	1.7776424042160732	3.0137161504915633	-3.0868260677540342
HOXB2	56.0	3.319122198386934	3.5564374154519607	5119404.496114664	-5.346087517707563
HOXB3	56.0	2.099750432473291	1.0845622432063085	4.624130480458	-0.5670828666860384
HOXB4	56.0	2.642971672041881	2.5855086126319673	5690651.996130101	-3.3449053357110037
HOXB5	56.0	1.2937683974010938	2.2397856152087363	2643.569966436203	-1.4389425065445696
HOXB7	56.0	3.343945235395799	1.5551823365793367	3.1350450090177517	-14.951140362117128
HOXB9	56.0	0.9477501728365597	2.080835794480043	6206740.217101909	-0.213634886192002
HOXC10	56.0	3.302759957984086	2.121887217947331	7.098118453601756	-14.19436099872027
HOXC6	56.0	1.7760380420513893	0.7349296212661545	2.802587734441334	-2.0840727487243913
HOXC9	56.0	1.646062576598717	1.113200346808585	3.522534528398504	-4.0114957817124255
HOXD10	56.0	3.1802740432655328	2.716231848204343	4.0677147852145445	-11.570453919580082
HOXD9	56.0	2.3094492669813604	1.8139043794804213	2.949467827597543	-6.797729228004174
HP1BP3	56.0	3.5335270667750125	0.2576679382822944	5.951675304178003	0.8660212757208796
HPCAL1	56.0	2.572533138409968	0.7289977147957376	2653441.5338829346	0.20987455617853268
HPD	56.0	-3.4199311878096985	2.559392464774027	2964515.908298347	1.79900475043425
HPGD	56.0	-4.853371683329635	2.980885839442319	11.210272184971739	5.828984226205591
HPRT1	56.0	3.2171087351188836	0.6137690678751031	831311.6399939298	4.294409216148553
HPS1	56.0	2.393450891849911	0.4262658133072585	1.1916849968974685	-1.3175368303940385
HPS3	56.0	2.7896061872251554	0.40307151889600634	4.997091016250693	-0.8961876900780266
HPS4	56.0	1.471813840515698	0.5688641853242408	1187422.4627653034	2.7937413646168023
HPS5	56.0	1.49999442995452	0.5295110143268704	4.816702217627832	2.8442110321332383
HPS6	56.0	2.151374165427894	0.39521275713471793	2649833.5264102267	-1.1870817394347946
HPSE	56.0	1.9898318732438434	1.9531519803539237	11.112849153839473	-4.442066575770547
HPX	56.0	-1.333165714840994	0.9935337191525822	2653620.342258442	-1.0174498600057769
HR	56.0	2.4000291011892485	2.610355061544	6234034.474048592	-1.9471891428165693
HRAS	56.0	3.238444658322182	0.4481520211337676	906285.6553190565	-1.1208450295146788
HRH1	56.0	2.2787791387356027	0.8044479345732094	2.9492363099312255	-4.841715676102474
HS1BP3	56.0	1.4590136369454825	0.7590478681436172	1942865.4912896585	-3.108386483770267
HS2ST1	56.0	2.745612610223364	0.5515339631842893	2841086.896775499	-3.244654327111347
HS3ST3B1	56.0	1.9714340830047665	1.6766772641253547	3.4115046754390668	-2.437028157845484
HS6ST1	56.0	1.1942580008490218	1.3968825253773063	6434909.205871083	15.86638018548106
HS6ST2	56.0	-5.05302485224354	4.27155218604691	8423925.251702465	7.07725036970597
HSBP1	56.0	3.1813716184394183	0.38104132555789777	3957352.35959037	-2.0924218365520364
HSBP1L1	56.0	-0.296574277460841	1.6268158226215985	16070434.569679841	0.21417102711282335
HSCB	56.0	1.6127150681321558	0.546023796596002	3088925.256369557	1.0741454353145174
HSD11B1L	56.0	1.394611462329699	0.95960538572137	8.897783920517641	-2.3105517727981795
HSD11B2	56.0	-2.8210447108598946	1.0625701740129672	6.410188746256483	0.9243299182821789
HSD17B1	56.0	0.33305576876961407	0.49109580025945054	30.13390772670499	2.283552826875902
HSD17B10	56.0	4.067174571712776	0.2703374848062198	6.077235678294317	-0.21307250145823714
HSD17B11	56.0	1.2654534436928486	0.9957596340157391	7685603.329487348	7.862246051656632
HSD17B12	56.0	3.2154723084350625	0.35433084878950394	2.707872697871261	-0.6439147333626029
HSD17B14	56.0	2.7071572996706412	2.800801387680326	3341065.6459161006	-5.208920660128545
HSD17B4	56.0	3.8756888488033727	0.4092294713214005	2397654.5455393423	-1.9630049480032405
HSD17B6	56.0	-0.918145241664631	0.8825478623217807	1249882.9264593152	0.8613975107418697
HSD17B7	56.0	0.8063961652008268	0.7004972776277019	3075573.5641804524	1.3465892631116638
HSD17B8	56.0	-1.535666057677652	2.117045629449842	6046451.478763841	5.807412739898583
HSD3B7	56.0	0.418285363843224	1.0421366590116357	4687080.56267634	1.3046666455375333
HSDL1	56.0	2.529366577541395	0.29533548894191075	4.737416343442554	-1.5161198245108456
HSDL2	56.0	2.3915636552397372	0.5070723822867909	3109813.878131103	1.2831837316550314
HSF1	56.0	2.858043276291284	0.27924133618300884	33.00176981000013	-0.4281135372665101
HSF2	56.0	2.4162106616153447	0.4785499417141822	17.43780199667647	-1.6752352184502906
HSF2BP	56.0	0.6118331009472413	0.7470125398960284	2990342.1707175486	-1.015350748369886
HSF4	56.0	1.579813345245172	0.8893741845559291	4057544.5021735122	-1.4409165316277222
HSFX1	56.0	-2.106169150624838	0.7908341527632305	5096737.648526428	2.7544489632318783
HSFX2	56.0	-1.9410122252691515	0.6526163930003072	3290802.3688558824	1.1203078678469236
HSP90AA1	56.0	6.667748274395901	0.678735288858792	965024.9696400715	-1.7782535500167367
HSP90AB1	56.0	6.199787972541671	0.4928733962722873	55.84603503274998	3.466374921205331
HSP90B1	56.0	6.1694853736227575	0.28559025210098876	4.489881876140403	0.48511103556556967
HSPA12A	56.0	1.6969601354850816	1.2178633315779548	1.9783785009723114	-5.973253897612108
HSPA12B	56.0	-2.1793290966469963	0.6662416853428255	2.5108345612252263	0.14888642686947923
HSPA13	56.0	3.6418035858505267	0.4140768163554077	5.667208439904639	-2.192966647042666
HSPA14	56.0	1.9614944918323598	0.38819295125574677	326310.4507241247	0.0730152227714951
HSPA1B	56.0	4.449493091335606	0.5068030165740309	3.85151530054414	-1.5544857073829244
HSPA1L	56.0	-0.11520338455914615	0.702992678143576	5.0515520850648485	-1.4376983936067576
HSPA2	56.0	-1.4669331869772089	2.469635582151787	2971425.21841277	1.6441382993549536
HSPA4	56.0	3.899692501279005	0.2890324291853391	102.18645897435158	0.29573102442245724
HSPA4L	56.0	0.6492070927488192	0.7628580742340656	8.489654855530642	0.046252459553635966
HSPA5	56.0	5.726304012219557	0.23628373128830749	2.6122761571486404	0.7986757972937302
HSPA6	56.0	-0.7147012244164164	0.9488832114968568	11.583539162868814	-0.7243269540391064
HSPA8	56.0	6.572997373594964	0.43912320747955075	17.2692014424455	-1.8284446171784672
HSPA9	56.0	5.0286466523734035	0.3185959693628367	15.719342655993067	-0.6173938005612168
HSPB1	56.0	5.205192454715382	0.4557734042981637	8.781891994520292	0.002010012147588795
HSPB11	56.0	2.9409600038172323	0.6428614365220935	5334572.1559604425	-7.830283041467269
HSPB6	56.0	-2.3257275872828025	3.142157586525401	7232363.6194341965	4.821208665315588
HSPB8	56.0	3.390937021052489	1.620100613374723	5.944605317355534	-7.102220685075859
HSPBAP1	56.0	0.0060581918730143024	0.5906877175230227	2350261.159440646	1.2731439963779572
HSPBP1	56.0	2.9620063151202767	0.3949841523463547	761749.7154624639	0.9520548269892122
HSPD1	56.0	5.706303136635359	0.6301342550912882	5132824.948220778	-3.7891020145234684
HSPE1	56.0	4.709138486841875	0.4205337349189392	370069.1107669972	-0.36265646868526213
HSPG2	56.0	2.9733604601661154	1.0961473068800753	4.581264535185087	-1.0617415746762984
HSPH1	56.0	4.320329841841398	0.6255513210265766	9.610526128798998	-1.9399434274469476
HTATIP2	56.0	1.5307589772322023	2.4926405196272152	8069822.543313862	-0.5817397852374167
HTATSF1	56.0	3.201752434166799	0.4037722617526598	13.486302330517498	1.7708166520281046
HTR7	56.0	3.2221859812381997	3.8044016126675606	6120467.35450799	-11.814975305507796
HTRA1	56.0	5.403296148942895	1.466222441795351	2.685694005436229	-6.225738173474687
HTRA2	56.0	3.425753743626463	0.3804447339252832	4890944.295269955	-1.0010882946813995
HTT	56.0	2.1496922733832964	0.3037293994865011	6.63306710671174	0.049342915446542415
HUS1	56.0	2.0349186960737233	0.28229308132641884	5.546624789782012	-0.5990092599569165
HUWE1	56.0	3.4256228804540294	0.36722107528364245	33.3173816066024	-1.1856429008320157
HYAL1	56.0	-2.3894380048394814	0.9779118014397321	3.9225050338268046	1.1983475414259654
HYAL2	56.0	3.301712703542215	0.3688774643814289	219702.756131901	-0.6246700512891612
HYAL3	56.0	1.3254588838191341	0.6759064769858272	2508022.666641797	-1.2464506239063486
HYDIN	56.0	-1.262623184735217	2.2021540803966713	3193103.0322102048	-1.7739582353099852
HYI	56.0	2.8641072548256172	1.2286332073046844	4.373611303477242	-2.637386861943339
HYKK	56.0	-0.04013179210179079	0.476112891221237	3.2039527446648783	-1.032421755345276
HYLS1	56.0	0.8139294904734717	0.49812261497128424	6.030872716376958	-0.3338995495710031
HYOU1	56.0	4.174116354273494	0.4735575778121952	6.062269462289899	0.8786364352790987
IAH1	56.0	3.040765225299239	0.5983942032130298	4.566197080398601	-2.5337693702791815
IARS	56.0	3.4238832461901394	0.3787740958836895	3748791.853665252	1.5994844179053833
IARS2	56.0	3.6830967819944505	0.2693219267437083	5.894594888145631	0.6084395172546653
IBA57	56.0	-0.15981475550592636	0.2650334906711215	7099761.706674568	0.21374423189899122
IBTK	56.0	2.9713656384317284	0.4571007275631102	1685755.4515104855	-2.7938491025165666
ICA1	56.0	-4.813743781452509	3.2669359962159046	6820154.773933127	8.287121764958432
ICA1L	56.0	0.2622640150691084	0.8404322900051975	4666122.084758192	-0.4322361931384887
ICAM1	56.0	4.152226696764039	3.659766412148966	5663829.38730197	-6.312008958832834
ICAM3	56.0	1.3770989304676295	0.6016631602220315	1389505.1858322714	-2.6934987799790093
ICAM5	56.0	1.6687174628277681	1.963739992926456	376.3745148162054	-2.0110362184349615
ICK	56.0	2.4231556030241204	0.8251056819243511	3060395.928187918	-1.4437803275588597
ICMT	56.0	3.9683438166419114	0.49881832939245646	4388593.307728061	-1.3169923159199328
ICOSLG	56.0	0.6879433778104231	2.177872507265323	3208136.108538716	-1.6132012240903437
ID1	56.0	5.307222019460452	1.4160097888888257	2605940.2667585844	-3.978940939893686
ID2	56.0	4.00359885206646	1.5040962333752927	10.92037664147735	-2.5938593330559394
ID3	56.0	5.270893074090494	1.3214849695005326	11.70072274117579	-4.3555641218454495
IDE	56.0	2.322410293220602	0.496094413127378	3405438.6360292025	-2.000329157726585
IDH1	56.0	3.1538203472719095	0.5833966601934046	2037323.4688586995	1.1283313345780477
IDH2	56.0	3.721601134003827	0.7515326146330557	10.547289915637469	-1.3941137794419838
IDH3A	56.0	2.2676305675684456	0.67770560159562	3441557.214409981	3.644183826874049
IDH3B	56.0	4.186700981265846	0.582077652639976	6632921.915738933	-9.129640086010191
IDH3G	56.0	3.377714986857563	0.4543211500127319	3203389.194757238	-3.8661211032401317
IDI1	56.0	3.117529484298018	0.594120548405844	2473498.307582688	-0.9210534624205517
IDNK	56.0	0.7255046972515682	0.8057811957949585	2983926.034118955	-1.3814517180417525
IDS	56.0	2.844575999475101	0.6201278143240012	2597436.1841412224	-1.1759234934978782
IDUA	56.0	1.663556792642217	0.8469176588999316	3.436768859428021	-1.6086372473927617
IER2	56.0	3.78977185422482	0.5965112546865463	2714432.043578882	-1.2860647514534644
IER3	56.0	-0.9327997116840736	3.735220732149374	6253545.452733003	9.98932164013716
IER5	56.0	3.1009418962824293	0.568256163906212	5493557.840611108	-0.35521229815714267
IER5L	56.0	2.1911407878768214	0.7540364016777474	3038979.758991357	-0.11298287000117668
IFFO1	56.0	2.153242809562189	0.3727979004313905	1.8369929103475444	-0.8038252077188186
IFFO2	56.0	0.3796916985502714	0.7544654088090694	16.484350385053887	0.47982577404788823
IFI16	56.0	3.7091138189140085	0.44716725417200176	3.8411398827113388	-0.9579497422857695
IFI27	56.0	-1.410474515866441	1.2664894331178997	1.7227934455184455	4.286448528574213
IFI27L1	56.0	2.533589784468166	0.9234348853231575	3474761.2443232723	-6.878468293229906
IFI27L2	56.0	3.995344413363198	0.4938958438448313	4.241844565657239	-1.5181039676590826
IFI35	56.0	2.563334150419499	0.604530302414895	5.031528524364082	0.28738313809830884
IFI44	56.0	2.9438725625629787	0.8524092234117484	2.267629417825839	-0.625509282095057
IFI44L	56.0	0.3699558419922636	1.9882729735622675	2107379.150894017	-0.10499535527293083
IFI6	56.0	3.000963630486183	0.9292578237848793	2.8409769266986857	1.3133519346012454
IFIH1	56.0	1.0915755848555329	0.7045579906416336	3.05239329187971	-0.279067813416482
IFIT1	56.0	0.5262622335436052	1.158666369275813	5.338779066522617	1.8361249194548512
IFIT2	56.0	-0.17197900307441924	1.461744778112954	6.571137701602499	2.0283266748586657
IFIT3	56.0	1.6746018811699483	0.3903330910554335	1.309363996427769	0.5420972453284902
IFIT5	56.0	1.5381559353650391	0.48546267636949264	2464414.5165352635	1.1712265811411244
IFITM1	56.0	-1.4564138211477562	3.585540100220637	5921896.155988716	12.98132725627596
IFITM10	56.0	0.7877394009201055	1.7026036139620395	7747378.858210761	0.1399983432341715
IFITM2	56.0	4.882082281590537	3.1479231205085574	6241875.606990136	-8.442596706926505
IFITM3	56.0	5.749761334098382	1.2167031882548227	8.354193297290884	-1.8779342795681995
IFNAR1	56.0	2.6151451542940185	0.2490048326812061	8.959793974927653	-0.5571786984407749
IFNAR2	56.0	1.834982009679051	0.4105500829684153	4737403.531446946	-0.7487253440323265
IFNGR1	56.0	3.1556366295060916	0.5809017678086377	3056522.159708867	-1.1885241085107492
IFNGR2	56.0	3.066965882100427	0.5249911133323473	11.949833983171725	-0.8615235582505627
IFRD1	56.0	2.4931967044578403	0.5511049644033401	4111912.1618171744	0.9074419709807897
IFRD2	56.0	3.2323084899801855	0.41528460245907556	220.61366618264105	1.4827960408250962
IFT122	56.0	1.7151316435858046	0.39764063292213625	541271.087481579	0.8259780821121003
IFT140	56.0	1.4241304591921575	0.531581479212541	4252140.5132482685	-0.9236700789137248
IFT172	56.0	1.9875984079423423	0.4936878571267257	4.553123640093119	-1.9466972440114536
IFT20	56.0	3.065582730526055	0.5477670865680189	23.90760978499806	-3.389755437543676
IFT27	56.0	1.8294347141173688	0.5101878073618914	2.514705573284165	-2.640375772619305
IFT43	56.0	2.1107887705612725	0.4892397398765074	5141962.932279579	-1.5429731006131546
IFT46	56.0	2.1163350909226875	0.39121107741018396	6.323463197304196	-0.95632556098927
IFT52	56.0	2.793554834911453	0.36207675437621845	3947668.9163699537	-0.7585110041372789
IFT57	56.0	2.7744942797071808	0.5026182090701787	3.556832081754773	-1.3956777252087909
IFT74	56.0	2.0118273702738905	0.6521528607873597	1.334980261183735	-1.965617732460296
IFT80	56.0	1.3237213672222836	0.43061422740147093	17.862507099410973	0.3806809591951072
IFT81	56.0	2.0438177893078855	0.5063773029154951	7.0743628619776295	-2.3097535920028864
IFT88	56.0	1.3094063772828974	0.722892677095775	2143534.7714654673	-2.2855952808714157
IGBP1	56.0	2.9731186044050286	0.33567611101098943	68.36009121474667	0.7554958083458345
IGDCC4	56.0	0.6339606894169029	2.781715367167538	3939310.600961376	-1.6670783948935926
IGF1R	56.0	1.0685939216281684	0.7789596850480884	4.831167120533054	1.0044149166318728
IGF2BP1	56.0	-4.614659188992374	3.4128216639924696	1828310.0979315294	12.826955536365098
IGF2BP2	56.0	3.0994602165786134	0.6913935323210407	2.536487557095537	-1.3558487043851066
IGF2BP3	56.0	3.129145966259658	0.7947065354520817	3.4715458638098466	-2.348513665655252
IGF2R	56.0	3.790023563902321	0.4795551059634844	1969367.0106566031	-0.4960350440687422
IGFBP2	56.0	6.086024176493904	4.407388116473044	6455434.368502624	-13.764732655206608
IGFBP3	56.0	6.088011768054634	3.1522283110958162	2733999.396753218	-3.2403126423464945
IGFBP4	56.0	5.535969184434257	2.6092906374539746	24.862981602146704	-3.1854142329531836
IGFBP5	56.0	6.972886458044822	4.129943466882736	4202458.526077833	-6.710939836317586
IGFBP6	56.0	4.6454190196606024	1.2893713529589754	531250.0487909899	-2.5982524206478503
IGFBP7	56.0	6.251389217854116	2.7256623357972396	7.2438118167716645	-3.57478604737448
IGFN1	56.0	-3.662549280416381	3.2849995981927833	6430750.200524069	4.773974130921324
IGHMBP2	56.0	1.22168015693072	0.429024415684055	1453137.7345471478	1.3623955351444808
IGIP	56.0	1.3875264100263072	0.6730212759422749	1815237.3976685647	-1.348818379621226
IGSF3	56.0	3.3124369318517592	2.2167945355850898	40.79528789345544	-12.859133331753238
IGSF8	56.0	2.380701729987268	0.6188169465220112	37.20259975876347	1.1766240737100402
IK	56.0	4.606847328688071	0.3723476701508351	5065277.211281218	-1.745396113817515
IKBIP	56.0	2.417200109665229	0.612236080524482	5234623.031796552	1.168829432986144
IKBKB	56.0	2.485038456257563	0.387482679099423	5.130737807256413	-1.128365343391438
IKBKE	56.0	1.6519683879746228	0.5432666969386615	118927.96253348899	-1.007327046951648
IKBKG	56.0	2.0683196963913018	0.3886745671409316	49.6361104533203	-0.8677214338682104
IKZF2	56.0	0.2913750130644194	1.4837774610331727	1454278.8349460606	-3.4657336658365003
IKZF4	56.0	0.5698523589476554	0.26767426420772844	5588.894768842424	-0.5073980267253422
IKZF5	56.0	1.7628571613964097	0.5128541806107463	4227815.896915842	-3.4499988102677146
IL10RB	56.0	3.1853371085435596	0.3579434259245544	3.1444675600720573	-1.5591898959124066
IL11	56.0	3.389739913426578	2.569068665930655	4081021.3637736104	-3.6058916739029097
IL11RA	56.0	2.3031383956499587	1.547693812282744	21.59603185286992	-6.209679698484788
IL12A	56.0	1.1359978387678449	1.7612108141607246	5254631.353531562	-4.8284038969781955
IL12RB2	56.0	-3.052545915429625	0.8067183983490207	5.076132768206575	0.18403614239467986
IL13RA1	56.0	3.482356906471561	0.4414035221720747	3.7303813096794824	-1.324520944471323
IL13RA2	56.0	4.997661387396767	4.620206222626981	5545649.171563232	-17.180386291816617
IL15RA	56.0	1.7041259894985834	1.7622928527150536	3498278.136882309	-2.907493583771477
IL16	56.0	-3.6094577542628574	1.71864478308257	8.679062022008548	0.8972565793486789
IL17D	56.0	-0.35249307993582446	0.9857415707108613	4696745.301683214	0.8913699764036211
IL17RA	56.0	1.6689697142316788	0.361658763626887	2.6825206248379114	-1.4921076151480681
IL17RB	56.0	-0.5802763049967703	0.5935511664801465	3.5952777365593365	1.6259261826385618
IL17RC	56.0	2.1623304114596342	0.322920766143038	3.9109980589977287	0.03481611226992981
IL17RD	56.0	0.7412746641225176	1.6769044047058235	54.91851262909252	-0.9606194136913176
IL17RE	56.0	-2.1463545234277803	1.0381181799636976	5.999121109408394	1.7767731435881262
IL18	56.0	-0.7769949646345289	2.361877585451345	4003357.5797495814	0.44033882858630813
IL18BP	56.0	1.2558548157059308	0.6901705552243641	37.277956802186395	-1.6456574574476739
IL1A	56.0	-2.7122047962714904	2.1601762432807607	48.93164723066461	5.636483812587935
IL1B	56.0	-2.273887300533298	2.643139832742802	26.755233051072956	2.3929141402565843
IL1R1	56.0	2.8093405198598624	2.135182050354298	3132141.67070901	-3.9916516606825887
IL1RAP	56.0	0.9793813610979185	0.8508838575830648	33.683282111105996	0.9281153503626098
IL20RB	56.0	-0.9628075343789181	1.276406879870497	4.161520555915066	2.3421017961789037
IL21R	56.0	0.13456501539505134	2.1019753751019508	5283668.712168835	-1.376773013622354
IL22RA1	56.0	0.6420341551486293	1.9360145738785555	965572.127650359	-3.15041173463897
IL23A	56.0	-1.4155818132692437	0.6143703856884459	3.1713087791466665	1.0409660519607424
IL24	56.0	-3.4338688176276237	2.4149239498835975	28.747939031325636	1.650790424859733
IL27RA	56.0	1.3540324263741037	0.9738996896210348	3140288.0754628545	-0.13703761377624915
IL2RB	56.0	-4.367090216530876	2.69571477176892	1594206.8755082134	2.691864294636745
IL2RG	56.0	-1.9264387188970566	0.8489136776053479	3.353539280099046	0.08924114696250117
IL31RA	56.0	2.127535128060961	3.471344539327225	4374163.026774384	-7.800286063712883
IL32	56.0	3.71052022778953	3.1715765032370324	5803522.514147587	-8.168818363773486
IL3RA	56.0	-0.656118253567775	1.3512055516325172	3588334.8732044236	-1.1872542651378735
IL4I1	56.0	0.8369808720228568	2.159475147034218	9501971.39945037	-2.2892101068480466
IL4R	56.0	2.8329577049045946	2.2364008011736023	7.165758705817627	-6.929559942015755
IL6	56.0	2.0897847355995927	2.4218262946362117	3597624.930489119	-1.5085308786557257
