	N	Location	Scale	Degree of Freedom	Shape
AK4	56.0	1.8813978971860412	1.1484133986296454	2.976040338821673	-0.26118524413135236
AK5	56.0	1.8991273860479099	2.2107522339798846	6.170158657670916	-3.7725157651250956
AK9	56.0	-0.5291738264371044	0.809226607014697	4200980.475216392	-1.342077958284909
AKAP1	56.0	2.4965379489692454	0.44969891614966984	9.820612942074277	-0.44047908221177345
AKAP10	56.0	2.0777587127009776	0.37031898956238296	24.817030802008787	0.9899450047174234
AKAP11	56.0	2.4040596010859607	0.5054880781228153	317017.63691695756	-1.6642153210501949
AKAP12	56.0	4.141182888455962	1.819569682555608	5309317.526820429	-3.3965578094428284
AKAP13	56.0	1.800489818799773	0.34108936246828403	7.17342962027138	-0.460617978184263
AKAP17A	56.0	2.9998517881131193	0.5919766981471151	697.7027477443314	-1.8455181982324245
AKAP2	56.0	0.7742748102691586	1.1955057524516786	2159395.1223555896	-2.51094166928938
AKAP3	56.0	-1.044786030163235	1.3848909557484461	65.66062809420524	-3.826330040046618
AKAP5	56.0	0.2452410646392596	1.3006923058404323	4649397.322709669	-1.7459360138577895
AKAP6	56.0	0.5868469867449051	2.229736432236439	4211619.310087275	-1.956898589248092
AKAP7	56.0	0.0928884956714986	0.37779051404893105	5.032126509970145	0.44520402524384817
AKAP8	56.0	2.615392342173184	0.3435279355923543	4588969.363758149	-2.0074975581928527
AKAP8L	56.0	3.04515121642708	0.3041362487801714	2335595.668966962	-0.793359773595385
AKAP9	56.0	2.2958909226413664	0.5666317975923422	518149.91250344785	-1.7763495925975405
AKIP1	56.0	2.9006219491964744	0.5441060400778994	4495498.195752975	-3.9304181497257416
AKIRIN1	56.0	3.107234864399249	0.3324690998724967	4870724.637316079	2.6151868449022384
AKIRIN2	56.0	3.1407397593952524	0.3286279151674739	7.078463577549709	-0.6300155688026916
AKNA	56.0	0.3197305784226149	0.7687572482980561	7.325540745443062	-0.8189491822649375
AKR1A1	56.0	2.606182829710985	0.455931927365531	5091190.730782453	1.5501890448007072
AKR1B1	56.0	5.560701559415072	1.2018773196872397	2784131.669289037	-2.666844579800124
AKR1B10	56.0	-1.63830499441185	3.2582947032807956	3935858.7937109508	3.042827992089741
AKR1C1	56.0	0.6281511252024212	2.3385295468667735	739502.6555642383	-0.3272703934680915
AKR1C2	56.0	-3.1064843888519746	3.547444494840641	377793.6165004743	5.716499041439148
AKR1C3	56.0	3.578968328062647	2.920398137241223	5760670.272891071	-3.8221376354043612
AKR7A2	56.0	3.57522490287627	0.401589279579577	3311426.501180546	-1.3054049121481701
AKR7A3	56.0	-1.027751514855713	0.5001655086145981	8.036799202609558	0.3337234788771632
AKR7L	56.0	-1.9586329416804453	0.7558569579912648	46.754492284547986	1.5969317686966853
AKT1	56.0	3.720290478598632	0.3873560920473471	403498.95873872173	0.007156079034875584
AKT1S1	56.0	2.74231662064331	0.2732852548976741	5.330799575195053	-0.17541591340106566
AKT2	56.0	2.4069452737055697	0.21794699523400474	4.458272727523678	0.9130774849870333
AKT3	56.0	2.353806360586547	0.36308853118694673	2.310474340441967	-0.476412806678955
AKTIP	56.0	1.7864068001253972	0.2808448160160276	4.747166380661032	0.007795891807289837
AL357673.1	56.0	1.1977776955880999	0.47888577475371835	6.215766689643704	-1.368956223371221
ALAD	56.0	2.3609428232549887	0.2994618205522926	7.004798375563867	0.006203019431244486
ALAS1	56.0	3.149927681386826	0.32268675658825685	3.151071398372023	-0.16962908134965166
ALCAM	56.0	4.766325894908334	1.020580843268812	6.677511401973686	-3.520583108398276
ALDH16A1	56.0	2.690628279765681	0.6096824414010253	2677234.854646582	-1.774691946687593
ALDH18A1	56.0	3.2446423506856554	0.3937461634070567	4674467.99207362	1.8702306033176697
ALDH1A1	56.0	-1.7373508352527756	1.318057366880642	2.48432613170057	5.609804554963757
ALDH1A3	56.0	4.204862005946893	3.1972229473761993	4406871.270808876	-2.7393996777848466
ALDH1B1	56.0	2.2397678289937977	0.6724625325008763	3363898.14815019	3.3331292371532806
ALDH1L2	56.0	2.2265179840574136	1.8511841637427775	7.373598753721019	-2.278919088888807
ALDH2	56.0	3.9704081970237137	3.167640707282259	2407189.0768892756	-6.228223144803405
ALDH3A1	56.0	-2.851981696449386	2.073562644796514	2.6751935392079385	1.8354793102540974
ALDH3A2	56.0	2.0953920882890733	1.0485191705590413	3104487.4945780896	2.91678039045756
ALDH3B1	56.0	2.784290041123228	0.8487261018270549	4937804.095465863	-1.4829150848133632
ALDH4A1	56.0	1.0239259878361513	0.5715105600294743	11.074550640620647	0.9800304089213678
ALDH5A1	56.0	1.848671668832807	1.8396573845939646	5.67890623387928	-4.324680431249551
ALDH6A1	56.0	1.6326159050292937	0.5582609233188209	8.994981301629286	-1.0979378486682978
ALDH7A1	56.0	2.9802751852765517	0.5868126264432837	1790679.733949544	-1.158530721968686
ALDH9A1	56.0	3.01215300284899	0.41512397369814374	2501876.9984231694	0.6690564959539267
ALDOA	56.0	6.0972763653671445	0.7163332709624277	4986753.052783938	-4.666263371796891
ALDOC	56.0	-1.3016866109890888	2.6421901639835084	6464674.791691892	7.498427000059116
ALG1	56.0	2.4808550707263395	0.5972548428779014	5107075.112810172	-4.253865202994323
ALG10	56.0	0.7012916676646367	0.4699576126139209	22.682587356720916	0.4755769717505222
ALG10B	56.0	0.2851748211306447	0.393939143041945	5.785598857988818	0.8207738566287961
ALG11	56.0	0.4260434398166555	0.49036985750875345	654242.3873615253	-0.975733776960831
ALG12	56.0	2.674220037569583	0.3312987391561298	5.997560060536472	-0.7825933103541017
ALG13	56.0	1.5507835921585396	0.21689092852787006	4.238136239114544	0.2191731841745329
ALG14	56.0	0.5983368280844632	0.37368552828133117	10.806438167089436	-2.223651780054576
ALG1L	56.0	-1.6447618908795076	0.9503099003733421	7.0653100387125	1.8818070214041702
ALG1L2	56.0	-2.1452408159667646	0.8978602690192394	63.03497254635493	-1.0968905320578661
ALG2	56.0	2.28840948530626	0.4357465013225455	5606915.631031238	4.178384316807216
ALG3	56.0	2.9807526264197732	0.3925354923922437	13.015058450775832	1.2314839278164245
ALG5	56.0	2.6148876731862813	0.391991206374515	2863631.262880231	-0.46084566528128723
ALG6	56.0	1.0849884164636063	0.3745436198795947	10.050748329750753	0.30503427997801547
ALG8	56.0	2.3190365357336753	0.48575819360424827	6427653.468634669	1.1681003301126611
ALG9	56.0	0.9776173969584324	0.543580504490752	15.932755620010848	-2.7684865016366955
ALKBH1	56.0	1.1477350818028524	0.39914690688559107	2936131.2227013074	0.6631888321910455
ALKBH2	56.0	1.6527689656705535	0.5883371382821843	1880579.3657516912	1.3532435526508992
ALKBH3	56.0	2.2294576355241356	0.22900233837173825	2.325003174374638	-0.38077006960567883
ALKBH4	56.0	2.0947779509689712	0.3799885803136802	161.47428343737056	0.8093667329664154
ALKBH5	56.0	3.4942895893178254	0.34473625438906275	10124060.758442685	0.0766577847845985
ALKBH6	56.0	1.3763717066739711	0.5187719287193123	2351636.94069328	2.219508147190868
ALKBH7	56.0	2.986681535305822	0.4556120070990107	2776970.3083078526	-1.4592123697058352
ALKBH8	56.0	1.0277060283434092	0.4799018589364691	3265440.6759278625	0.47478131707540905
ALMS1	56.0	0.9655944106282554	0.27129690234501624	6.027052584288521	0.27472041568747113
ALOX12	56.0	-1.0739581759887584	0.5680953563522511	4077308.3899275046	-0.775747509544656
ALPK1	56.0	0.508725577569773	0.4159362948234504	3.5571677689888936	-0.2734085499233107
ALPK2	56.0	3.3711644464732773	1.7723434042797894	2.9879793443914915	-3.2824194887265183
ALPK3	56.0	-0.9077915377760928	1.359226974325447	679373.5826849276	-1.7868345379425241
ALS2	56.0	1.768886550177215	0.30979242293569864	8.29590972406212	0.6030673482209867
ALS2CL	56.0	-1.302986448915459	1.7706859311928898	10896685.488946741	0.4104092241858286
ALS2CR12	56.0	-1.9158791001406286	0.7843153266144529	5129085.548999287	1.2036029722106998
ALX3	56.0	0.5090713441909651	0.449437982230034	8.022792468933778	-0.6895353916499679
ALYREF	56.0	4.449299381349152	0.4874565153116775	963943.2193391894	-1.1039863708233835
AMACR	56.0	1.607259007908055	0.6032732456241298	1640358.0204493217	-1.9304332423013983
AMBRA1	56.0	1.7237249166734965	0.30500838440519695	33.70024508719218	-1.0906298077210683
AMD1	56.0	3.9778930582794088	0.6368401074414074	849788.5893966174	-3.917801136526716
AMDHD1	56.0	-2.202799052955225	1.3829187794656592	1797924.4359748047	1.632822841243094
AMDHD2	56.0	1.8784944160923427	0.42869271563115674	12980.723267854695	0.11673696520586441
AMER1	56.0	0.22794027979344045	0.3394467536740328	6.950311541784193	0.47456702905805787
AMFR	56.0	2.7861680713690538	0.40305305377163436	1384667.158262032	1.660610450265152
AMH	56.0	1.5746143598775009	1.0810203065089246	5.3110129369396875	-1.5389066047212219
AMIGO1	56.0	0.03447635960709658	1.0005223638971417	4.335062857458831	-0.15157597377102022
AMIGO2	56.0	3.732033694144782	1.0440419070036642	3.4653606058622044	-1.1190069409215486
AMMECR1	56.0	1.2117238611153405	0.6830873173978771	4127331.0082131587	1.7988512925860929
AMMECR1L	56.0	1.9561143101296432	0.3299938890938024	3392973.290848446	1.6921103747132946
AMN1	56.0	0.6962468605232359	0.44909235925993707	9.781549640305327	0.20975755146893138
AMOT	56.0	2.222107856381016	1.490449625379718	4.33227857282797	-1.6071090500989555
AMOTL1	56.0	1.6428084792231568	0.8724400828984784	1526965.0204099691	2.042055884926178
AMOTL2	56.0	3.485616560279457	0.5484144671736997	8.430581799338334	-0.3759823280956902
AMPD2	56.0	3.174260744940326	0.4622915047026847	8.28514498320639	-2.734012673965282
AMPD3	56.0	1.3314624721285782	2.067985778999316	2583840.4440918453	-8.624784010891009
AMT	56.0	0.7750596051103338	0.7661401711502891	4182188.2159624416	-0.8022696073637599
AMY2B	56.0	-3.6742415768463124	1.8500422136470842	3118693.5464666234	2.7847206256414077
AMZ1	56.0	-1.0512439257522732	1.8653836375927517	2977481.8448873498	-0.9702564709107988
AMZ2	56.0	3.2084144217094015	0.37980588307714336	97.03507578312608	-1.3704925802022654
ANAPC1	56.0	1.853289241588735	0.36967827094422145	5451845.2245918475	1.2997753220070818
ANAPC10	56.0	1.067778236318031	0.32905642481073794	13.837059826409076	1.2406040727878862
ANAPC11	56.0	3.0320087121225576	0.34326922203222654	5807206.686961852	-0.026061091974355896
ANAPC13	56.0	3.3811253605194294	0.38695959493197174	1850503.0039092097	1.6528693169048843
ANAPC15	56.0	2.3290441876701884	0.5243466052220338	4998751.559336446	-2.563955878463473
ANAPC16	56.0	2.2176448724731914	0.47650687367713196	11.088777229642522	1.6542621093530754
ANAPC2	56.0	2.2716889318508224	0.23182256196519474	5.160803827275441	0.24441445319671057
ANAPC4	56.0	2.3246433387729573	0.20162024996527833	3.939356468976486	-0.3646917481251212
ANAPC5	56.0	3.5881712437929987	0.25097563504658715	4094786.631333377	-1.2774198564511712
ANAPC7	56.0	3.0806638474071892	0.3449282479065786	13.518690928245316	-2.119722036076041
ANGEL1	56.0	1.6308739421265126	0.4638771895814263	5849119.985072412	-1.085466413710658
ANGEL2	56.0	1.7106901026366217	0.37079288780325365	3701140.01592781	-1.3351424969350565
ANGPT1	56.0	3.2952332995241607	2.9844963044813473	274.17974322758323	-7.69172186148791
ANGPTL2	56.0	3.6117186248753073	2.0077123339216523	3.836020542980286	-4.188961505653954
ANGPTL3	56.0	-3.4198052475581693	1.030670715986763	2547631.523602679	-1.3309039036371146
ANGPTL4	56.0	2.3939856048123236	3.0748312688611223	1030609.3328611634	-3.462865129027496
ANK1	56.0	1.6475746671418365	2.7184876602009846	2937082.9611514974	-2.066521922408098
ANK2	56.0	1.587091415609584	2.3898822166847555	21.06854654854539	-4.498810518923575
ANK3	56.0	0.019736151500325663	1.3528959347285436	3.2438267859069416	-1.7281532605782528
ANKAR	56.0	-1.4865589396350845	0.6331081745334171	1960758.02997463	1.0659176161287334
ANKDD1A	56.0	0.5433843432067644	0.6187066965040916	8.949962098915538	-1.165938248001881
ANKDD1B	56.0	-2.569715891294578	0.7817981958298329	5.369823304117692	0.21632012016682595
ANKEF1	56.0	1.6971376833778968	1.3672781055776855	2.3804029983494384	-4.866130033194717
ANKFY1	56.0	2.709881817435026	0.3228462104359521	4.797720326993959	-0.7475724779776534
ANKH	56.0	2.428664401940847	1.0821219760133942	2859632.6349940086	-1.4994911620504077
ANKHD1	56.0	1.53869042613185	0.4642682188925155	7587945.629790677	2.874326583802761
ANKIB1	56.0	3.289096013322689	0.3254672665555547	3.849076345453452	-2.2131702254608294
ANKLE1	56.0	-1.7303303910471697	0.7890600919508628	2854736.842553679	2.2507530411123278
ANKLE2	56.0	2.322579078761515	0.32054683402028405	13.646015345498153	-0.9631880292576711
ANKMY1	56.0	0.9749776725093171	0.5147364397896795	2651333.308075022	-1.5642712318241476
ANKMY2	56.0	2.953121499969436	0.4320249037723086	12.075939347714236	-1.3918874329576996
ANKRA2	56.0	2.0297975195233864	0.3389048304228437	3.7035003009666525	-0.37690503274525566
ANKRD1	56.0	-1.9706883074291635	4.300775584327201	6234042.797424937	4.4994518905934715
ANKRD10	56.0	2.8611952716720674	0.45127464561917285	3.6860892994214565	-1.0001073699589758
ANKRD11	56.0	2.6913828245926856	0.23643143924985932	4.8368293497866	-0.2843364771379385
ANKRD12	56.0	1.1048553270729855	0.4264627582197885	10.690689225718556	0.2058742236165181
ANKRD13A	56.0	2.5637452380166614	0.5713792868666716	4923951.047790129	0.1321317818156263
ANKRD13B	56.0	1.0427664451992595	0.5926350678332801	2162972.8532774094	0.7236138865488299
ANKRD13C	56.0	2.63642790469268	0.5549938237625547	8562474.080142692	-7.001420359368616
ANKRD13D	56.0	2.268214856863298	0.4632875608851269	43405.84339861376	-2.444320692654415
ANKRD16	56.0	0.09637245346357877	0.5284190845263729	12.328769991763735	1.069555759503013
ANKRD17	56.0	2.554836272613427	0.2357175993086642	7.856566184682082	-0.45602268632897
ANKRD20A4	56.0	-0.9197961784105605	2.110431728464391	1358440.4056410352	-2.0178019395944053
ANKRD23	56.0	-0.40058489080776266	0.8375770139535867	21.133783487346054	-3.5015496234140935
ANKRD24	56.0	-0.06966521293328085	1.6154964270521148	4065159.314072814	-4.463446596850789
ANKRD26	56.0	1.2394654352371064	0.6314922063434169	4164098.0379445227	-2.1474526483408134
ANKRD27	56.0	1.889112085320298	0.2667044110848934	3.6562358922738096	0.40890003776681894
ANKRD28	56.0	2.6534294184130895	0.48333317686715005	946732.8134651547	-0.7684956771504616
ANKRD29	56.0	1.0333803676321516	2.2783338953586876	1574367.7178201508	-2.7669611951733684
ANKRD33B	56.0	-1.3429888875907663	1.2502458346777243	3266899.5372709595	0.7610245034328664
ANKRD34A	56.0	-0.04839165884318851	0.6578791115103251	374255.7179543207	-0.052117026930916306
ANKRD36	56.0	0.21963835060627113	0.5319904423206385	80831.19121953426	0.9052367407626494
ANKRD36B	56.0	0.5049380059151907	0.49339956339911584	51.87191766969168	-0.8927652456699113
ANKRD36C	56.0	-0.42836902899235507	0.6939583528926276	10.28018740746884	2.153895051005421
ANKRD37	56.0	1.1738537317614615	0.4948834685850939	5.522304166403651	-0.7129137829931134
ANKRD39	56.0	2.684579373397945	0.5313490594657067	4185379.800145868	-2.248439223749571
ANKRD40	56.0	3.18119621874018	0.383578988012203	26.360789419967467	-1.3521200978873413
ANKRD42	56.0	1.210033761743099	0.4557586175739755	61.41478075847539	-0.7256918105008701
ANKRD44	56.0	0.3459766244496184	0.5883879611831919	4.803995264405691	-0.5993541916254614
ANKRD46	56.0	-0.016309534207367457	0.6105245407855457	4843541.016474351	5.700898704202853
ANKRD49	56.0	1.140432921167461	0.396208387164475	2901436.646247085	0.7796771261621303
ANKRD50	56.0	1.2803137592577587	0.6318175918133123	9.894121415671936	2.569568376495273
ANKRD52	56.0	3.500091115876774	0.6715506461703211	7076178.082847096	-3.610759183561506
ANKRD54	56.0	1.8486870204665615	0.3439119130694296	27.6296017818662	0.3429504215272946
ANKRD6	56.0	1.2264681922103882	2.8655676297276833	6818649.558765255	-8.307589403058678
ANKRD61	56.0	0.3060735662761658	0.6418495685577115	81.78476575810984	-1.7373459962683242
ANKRD9	56.0	1.4442115037129621	0.49032201808916176	18.38556279019506	-1.001163108664887
ANKS1A	56.0	1.5096830578459277	0.38479308591131667	33.902679896229486	0.6969403482810179
ANKS1B	56.0	-4.404244726111534	2.9534311597368537	3278486.817961839	2.169521912869251
ANKS3	56.0	1.4290486949502847	0.31430037110446846	193248.72658532526	-0.1027713814341651
ANKS6	56.0	1.503774234600873	0.3606512750189055	20667.777941890883	-0.3274833298507297
ANKZF1	56.0	2.3251713417417363	0.35687667451374394	6.830802176173625	-0.10978644249255981
ANLN	56.0	4.807851793498857	0.615120728812494	7.840323247291698	-1.291224351010852
ANO1	56.0	-5.030812841318199	3.06570326110229	3443639.9689714266	10.044310036284223
ANO10	56.0	2.674845158168429	0.6770251584399349	6334211.785251922	-3.005969696426039
ANO6	56.0	2.8705795704129207	0.3627688513830096	6.033261754535496	-0.04263555785970309
ANO7	56.0	-0.5120615788495018	1.2255812993947024	11.931287455931175	-3.35296828714898
ANO8	56.0	1.6929712045852279	0.529911472296877	2620347.943046991	-0.06808061664370181
ANO9	56.0	-4.616109423921506	1.8169601805735436	4.760729739340698	5.586963157360037
ANP32A	56.0	2.9271537510104952	0.45069314549164385	4271937.657378403	1.615616838832083
ANP32B	56.0	4.237047371398713	0.5281976556685781	4779222.979275102	3.2879979733060836
ANP32E	56.0	3.9823991139775052	0.4663102884766794	6.150488284082137	-0.8214432222257722
ANPEP	56.0	-0.10641802207854144	2.982290914652154	8104396.633781014	0.2393589749767235
ANTXR1	56.0	2.772060117394363	0.6288841818855191	3954238.835672792	0.6567977216113183
ANTXR2	56.0	2.2454794168842627	0.7259672477383017	2.491011309489818	-0.8877423856247114
ANXA1	56.0	5.471945337880189	0.5927736993529125	12.974924824111081	-0.8236247524879596
ANXA10	56.0	-4.08922795987945	2.6834628886632004	12.038303975663165	3.612807214791654
ANXA11	56.0	2.4078031465303242	0.3351698654519751	2.7002563500913093	0.240957545794452
ANXA2	56.0	6.104552168943093	0.3795003881376469	2.9191198611225584	0.03626363686550158
ANXA2R	56.0	1.105946792110519	1.1706665100799918	3508955.2343540015	-1.4657901749407043
ANXA3	56.0	-1.0930530669713614	2.624695012693442	5144235.234144501	0.7332330041104828
ANXA4	56.0	2.600113934231926	0.5827915566032487	29.659848902530143	1.3736357653159992
ANXA5	56.0	5.9873941004989195	0.39812293739001225	7.419914322247502	-0.3739324545375824
ANXA6	56.0	4.562824597559695	0.7733383086262996	1.9083588077107334	-2.196808868734582
ANXA7	56.0	3.3878113644319123	0.4581790401980951	47.39268295942121	1.817620772395456
ANXA8	56.0	-3.3575477400652822	3.0979052342782296	778951.8003580144	2.386019122488592
ANXA9	56.0	-1.2121042334614773	1.295473907076257	70.47553273803132	2.8551894256202557
AOC2	56.0	-0.7463950448763046	0.7249376912153077	6.526325079416878	0.12769654146883602
